UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Failure_Type,Temp_Diff,Power_W,Tool_Wear_Speed_Ratio
3948,H33361,H,302.2,311.3,1749,29.2,5,0,0,0,0,0,0,No Failure,9.100000000000023,5348.12166976512,0.002858776427336899
3949,M18808,M,302.2,311.3,1510,37.1,10,0,0,0,0,0,0,No Failure,9.100000000000023,5866.50540155846,0.006622516512433666
3950,L51129,L,302.3,311.5,1384,50.8,13,0,0,0,0,0,0,No Failure,9.199999999999989,7362.552767148943,0.009393063515946072
3951,L51130,L,302.3,311.4,1570,37.2,15,0,0,0,0,0,0,No Failure,9.099999999999966,6116.052578008609,0.00955414006653414
3952,M18811,M,302.3,311.4,1571,32.7,17,0,0,0,0,0,0,No Failure,9.099999999999966,5379.631844080626,0.010821132967402083
3953,L51132,L,302.3,311.4,1476,37.3,20,0,0,0,0,0,0,No Failure,9.099999999999966,5765.325174161844,0.013550135409551928
3954,M18813,M,302.3,311.4,1484,39.5,22,0,0,0,0,0,0,No Failure,9.099999999999966,6138.462605604216,0.01482479774376821
3955,M18814,M,302.3,311.4,1909,23.2,25,0,0,0,0,0,0,No Failure,9.099999999999966,4637.912290543587,0.01309586163909973
3956,L51135,L,302.3,311.5,1448,49.6,28,0,0,0,0,0,0,No Failure,9.199999999999989,7521.056588498061,0.019337016441042704
3957,M18816,M,302.3,311.4,1500,40.2,30,0,0,0,0,0,0,No Failure,9.099999999999966,6314.601233715485,0.019999999866666666
3958,L51137,L,302.2,311.4,1510,44.9,33,0,0,0,0,0,0,No Failure,9.199999999999989,7099.894677357812,0.021854304491031096
3959,L51138,L,302.2,311.3,1378,55.5,35,0,0,0,0,0,0,No Failure,9.100000000000023,8008.862151796459,0.02539912898839529
3960,M18819,M,302.2,311.4,1538,37.4,37,0,0,0,0,0,0,No Failure,9.199999999999989,6023.6059781889735,0.02405721700873071
3961,L51140,L,302.2,311.4,1390,48.1,40,0,0,0,0,0,0,No Failure,9.199999999999989,7001.4581075453325,0.02877697821023757
3962,M18821,M,302.2,311.4,1642,32.1,42,0,0,0,0,0,0,No Failure,9.199999999999989,5519.589796798052,0.02557856257260315
3963,L51142,L,302.4,311.5,1785,24.8,45,0,0,0,0,0,0,No Failure,9.100000000000023,4635.734119637099,0.025210083892380483
3964,H33377,H,302.3,311.5,1526,38.2,47,0,0,0,0,0,0,No Failure,9.199999999999989,6104.449629141352,0.03079947555177277
3965,M18824,M,302.3,311.6,1668,33.2,52,0,0,0,0,0,0,No Failure,9.300000000000011,5799.128711114471,0.03117505976513753
3966,L51145,L,302.3,311.5,1507,37.5,55,0,0,0,0,0,0,No Failure,9.199999999999989,5917.975161199773,0.03649635012278467
3967,L51146,L,302.3,311.5,1530,37.8,57,0,0,0,0,0,0,No Failure,9.199999999999989,6056.362317590402,0.03725490171728822
3968,M18827,M,302.3,311.4,1479,45.6,59,0,0,0,0,0,0,No Failure,9.099999999999966,7062.551612682141,0.03989181852676255
3969,M18828,M,302.3,311.4,1418,41.3,62,0,0,0,0,0,0,No Failure,9.099999999999966,6132.744906974682,0.04372355399348692
3970,L51149,L,302.3,311.4,1504,38.7,65,0,0,0,0,0,0,No Failure,9.099999999999966,6095.192402788773,0.04321808481902869
3971,M18830,M,302.3,311.4,1345,47.6,67,0,0,0,0,0,0,No Failure,9.099999999999966,6704.368162270857,0.049814126023686796
3972,H33385,H,302.2,311.4,1625,35.4,70,0,0,0,0,0,0,No Failure,9.199999999999989,6024.003913258427,0.04307692281183432
3973,L51152,L,302.3,311.4,1511,34.7,75,0,0,0,0,0,0,No Failure,9.099999999999966,5490.634784507466,0.04963600231875578
3974,L51153,L,302.3,311.4,1535,41.8,77,0,0,0,0,0,0,No Failure,9.099999999999966,6719.1336477427285,0.05016286612271748
3975,L51154,L,302.4,311.5,1505,37.9,79,0,0,0,0,0,0,No Failure,9.100000000000023,5973.162472147833,0.05249169400337745
3976,H33389,H,302.4,311.5,1540,43.7,81,0,0,0,0,0,0,No Failure,9.100000000000023,7047.430080042864,0.05259740225586103
3977,H33390,H,302.3,311.4,1372,46.0,86,0,0,0,0,0,0,No Failure,9.099999999999966,6609.073185111967,0.06268221528657278
3978,M18837,M,302.2,311.3,1510,36.6,91,0,0,0,0,0,0,No Failure,9.100000000000023,5787.441986443117,0.060264900263146355
3979,L51158,L,302.2,311.3,1382,46.4,94,0,0,0,0,0,0,No Failure,9.100000000000023,6715.133353097159,0.06801736564386855
3980,L51159,L,302.3,311.3,1439,41.8,96,0,0,0,0,0,0,No Failure,9.0,6298.914214398558,0.06671299467190414
3981,M18840,M,302.2,311.3,1375,47.0,98,0,0,0,0,0,0,No Failure,9.100000000000023,6767.514174608013,0.07127272675438016
3982,M18841,M,302.2,311.3,1931,21.9,101,0,0,0,0,0,0,No Failure,9.100000000000023,4428.48325227978,0.052304505166729645
3983,L51162,L,302.2,311.3,1475,48.6,104,0,0,0,0,0,0,No Failure,9.100000000000023,7506.835645752812,0.07050847409824763
3984,L51163,L,302.2,311.3,1389,46.9,106,0,0,0,0,0,0,No Failure,9.100000000000023,6821.874199490627,0.07631389433899284
3985,L51164,L,302.3,311.3,1652,32.8,108,0,0,0,0,0,0,No Failure,9.0,5674.302763011836,0.06537530226770398
3986,L51165,L,302.3,311.2,1386,50.3,110,0,0,0,0,0,0,No Failure,8.899999999999977,7300.621503971176,0.07936507879245976
3987,M18846,M,302.2,311.3,1577,29.8,112,0,0,0,0,0,0,No Failure,9.100000000000023,4921.263003946363,0.07102092535814251
3988,M18847,M,302.3,311.3,1444,43.1,115,0,0,0,0,0,0,No Failure,9.0,6517.380567529193,0.07963988864515313
3989,L51168,L,302.2,311.3,1554,40.2,118,0,0,0,0,0,0,No Failure,9.100000000000023,6541.926878129241,0.07593307544444611
3990,L51169,L,302.2,311.3,1602,32.8,120,0,0,0,0,0,0,No Failure,9.100000000000023,5502.562364615594,0.07490636657361818
3991,H33404,H,302.2,311.2,1692,28.2,122,0,0,0,0,0,0,No Failure,9.0,4996.640283681493,0.07210401848638287
3992,L51171,L,302.3,311.3,1682,34.4,127,0,0,0,0,0,0,No Failure,9.0,6059.16880702761,0.07550535032398721
3993,L51172,L,302.3,311.3,1614,34.1,129,0,0,0,0,0,0,No Failure,9.0,5763.5030504227625,0.07992565006241853
3994,L51173,L,302.3,311.3,1324,47.8,131,0,0,0,0,0,0,No Failure,9.0,6627.420086208931,0.09894259744001059
3995,L51174,L,302.3,311.4,1434,40.3,133,0,0,0,0,0,0,No Failure,9.099999999999966,6051.775592316161,0.09274755862798076
3996,L51175,L,302.3,311.3,1621,31.6,135,0,0,0,0,0,0,No Failure,9.0,5364.122848347404,0.08328192422404736
3997,M18856,M,302.3,311.3,1625,33.1,137,0,0,0,0,0,0,No Failure,9.0,5632.613828498699,0.08430769178887575
3998,L51177,L,302.2,311.1,1394,53.7,140,0,0,0,0,0,0,No Failure,8.900000000000034,7839.0904847964675,0.10043041534841883
3999,L51178,L,302.1,311.0,1586,35.1,142,0,0,0,0,0,0,No Failure,8.899999999999977,5829.602159854292,0.08953341683774643
4000,L51179,L,302.0,311.0,1420,45.9,144,0,0,0,0,0,0,No Failure,9.0,6825.424199189184,0.10140844999008133
4001,L51180,L,302.1,311.2,1422,50.3,146,0,0,0,0,0,0,No Failure,9.099999999999966,7490.248036541856,0.1026722918236829
4002,H33415,H,302.1,311.2,1598,37.9,148,0,0,0,0,0,0,No Failure,9.099999999999966,6342.268193018097,0.09261576913256715
4003,L51182,L,302.1,311.2,1454,59.2,153,1,0,0,1,0,0,PWF,9.099999999999966,9013.94141748393,0.10522695938633453
4004,L51183,L,302.1,311.2,1519,39.3,155,0,0,0,0,0,0,No Failure,9.099999999999966,6251.423805451793,0.10204081565476751
4005,L51184,L,302.0,311.1,1373,55.7,157,0,0,0,0,0,0,No Failure,9.100000000000023,8008.558464506613,0.11434814192026117
4006,M18865,M,302.0,311.1,1406,48.8,159,0,0,0,0,0,0,No Failure,9.100000000000023,7185.1156140741905,0.11308677017719225
4007,L51186,L,302.1,311.2,1492,45.0,162,0,0,0,0,0,0,No Failure,9.099999999999966,7030.884358733957,0.10857908774410799
4008,L51187,L,302.1,311.2,1369,50.8,164,0,0,0,0,0,0,No Failure,9.099999999999966,7282.756313747762,0.11979547027176428
4009,M18868,M,302.2,311.2,1471,41.9,166,0,0,0,0,0,0,No Failure,9.0,6454.391634824718,0.11284840168016043
4010,L51189,L,302.2,311.2,1630,36.0,169,0,0,0,0,0,0,No Failure,9.0,6144.955230421635,0.10368098095901239
4011,M18870,M,302.1,311.1,1605,37.6,171,0,0,0,0,0,0,No Failure,9.0,6319.627781961228,0.10654205541095292
4012,L51191,L,302.2,311.1,1447,52.1,174,0,0,0,0,0,0,No Failure,8.900000000000034,7894.686202789494,0.1202487897702226
4013,M18872,M,302.2,311.2,1360,52.8,176,0,0,0,0,0,0,No Failure,9.0,7519.716175632528,0.12941176375432528
4014,M18873,M,302.2,311.1,1728,34.0,179,0,0,0,0,0,0,No Failure,8.900000000000034,6152.495052790251,0.10358796236349559
4015,L51194,L,302.1,311.0,1740,30.8,182,0,0,0,0,0,0,No Failure,8.899999999999977,5612.141116372806,0.10459770054828908
4016,L51195,L,302.1,310.9,1477,41.4,184,0,0,0,0,0,0,No Failure,8.799999999999955,6403.38264210593,0.12457684411254676
4017,L51196,L,302.1,310.9,1658,30.3,186,0,0,0,0,0,0,No Failure,8.799999999999955,5260.8482258483955,0.11218335276125843
4018,L51197,L,302.0,310.8,1902,23.4,188,0,0,0,0,0,0,No Failure,8.800000000000011,4660.741197159673,0.09884332229840524
4019,M18878,M,302.0,310.8,1783,23.1,190,0,0,0,0,0,0,No Failure,8.800000000000011,4313.123970039963,0.1065619736031297
4020,M18879,M,302.0,310.9,1558,45.3,193,0,0,0,0,0,0,No Failure,8.899999999999977,7390.848044982275,0.12387676428833913
4021,L51200,L,302.1,311.0,1351,49.5,196,0,0,0,0,0,0,No Failure,8.899999999999977,7003.0812637496865,0.14507771913339956
4022,H33435,H,302.1,310.9,1452,42.5,198,0,0,0,0,0,0,No Failure,8.799999999999955,6462.256088434205,0.13636363542449287
4023,L51202,L,302.1,310.9,1666,30.7,203,0,0,0,0,0,0,No Failure,8.799999999999955,5356.017539301142,0.12184873876441334
4024,L51203,L,302.1,311.0,1364,50.0,205,0,0,0,0,0,0,No Failure,8.899999999999977,7141.887299160796,0.1502932540301081
4025,M18884,M,302.1,311.0,1351,60.3,207,1,0,0,0,1,0,OSF,8.899999999999977,8531.026266749617,0.15321983602353934
4026,H33439,H,302.1,311.0,1729,26.1,210,0,0,0,0,0,0,No Failure,8.899999999999977,4725.677917309375,0.12145748917607005
4027,M18886,M,302.1,311.0,1574,34.1,215,0,0,0,0,0,0,No Failure,8.899999999999977,5620.665304439547,0.13659466241045323
4028,L51207,L,302.0,311.0,1566,37.8,218,0,0,0,0,0,0,No Failure,9.0,6198.864960357236,0.13920817280199124
4029,L51208,L,302.0,310.9,1455,43.2,220,0,0,0,0,0,0,No Failure,8.899999999999977,6582.264927801335,0.15120274810169934
4030,H33443,H,302.0,310.9,1679,29.0,222,0,0,0,0,0,0,No Failure,8.899999999999977,5098.909596531354,0.13222155966514854
4031,L51210,L,302.0,310.8,2143,17.3,227,0,0,0,0,0,0,No Failure,8.800000000000011,3882.3697293307546,0.10592627108760488
4032,L51211,L,302.0,310.8,1447,42.7,229,0,0,0,0,0,0,No Failure,8.800000000000011,6470.309037602906,0.1582584646975918
4033,L51212,L,302.0,310.8,1383,50.3,231,1,0,0,0,1,0,OSF,8.800000000000011,7284.819292923618,0.16702819835843674
4034,L51213,L,302.1,310.8,1772,27.1,233,0,0,0,0,0,0,No Failure,8.699999999999989,5028.768304552206,0.13148984124441399
4035,L51214,L,302.0,310.8,1615,29.0,235,1,1,0,0,0,0,TWF,8.800000000000011,4904.549731029266,0.14551083501231682
4036,L51215,L,302.0,310.8,1454,36.6,0,0,0,0,0,0,0,No Failure,8.800000000000011,5572.808376349862,0.0
4037,L51216,L,302.0,310.8,1445,49.1,2,0,0,0,0,0,0,No Failure,8.800000000000011,7429.814265862301,0.0013840830354042697
4038,M18897,M,302.0,310.8,1609,35.2,4,0,0,0,0,0,0,No Failure,8.800000000000011,5930.991826761147,0.0024860161436543434
4039,L51218,L,302.0,310.9,1546,34.4,7,0,0,0,0,0,0,No Failure,8.899999999999977,5569.2479046757935,0.004527813683519963
4040,L51219,L,301.9,310.8,1567,39.3,9,0,0,0,0,0,0,No Failure,8.900000000000034,6448.96715150952,0.0057434588018924135
4041,L51220,L,302.0,310.8,1767,27.4,11,0,0,0,0,0,0,No Failure,8.800000000000011,5070.090719922423,0.006225240485425917
4042,L51221,L,302.0,310.9,1539,34.2,13,0,0,0,0,0,0,No Failure,8.899999999999977,5511.798647017148,0.008447043479876262
4043,L51222,L,302.0,310.9,1564,39.0,15,0,0,0,0,0,0,No Failure,8.899999999999977,6387.4861832787665,0.009590792777552476
4044,M18903,M,302.0,310.8,1445,46.3,17,0,0,0,0,0,0,No Failure,8.800000000000011,7006.118136648157,0.011764705800936292
4045,M18904,M,301.9,310.9,1419,47.7,20,1,0,0,0,0,0,No Failure,9.0,7088.0927609558275,0.014094432599757347
4046,M18905,M,301.8,310.9,1881,20.9,23,0,0,0,0,0,0,No Failure,9.099999999999966,4116.837261043672,0.012227538478322496
4047,M18906,M,301.9,310.9,1421,46.2,26,0,0,0,0,0,0,No Failure,9.0,6874.872867556688,0.01829697383323734
4048,L51227,L,301.9,311.0,1455,46.0,29,0,0,0,0,0,0,No Failure,9.100000000000023,7008.893210158828,0.01993127134067855
4049,L51228,L,301.9,311.0,2691,12.1,31,1,0,0,1,0,0,PWF,9.100000000000023,3409.7904184267536,0.011519881042289553
4050,L51229,L,301.8,310.8,1505,41.2,33,0,0,0,0,0,0,No Failure,9.0,6493.253135949624,0.021926910153309567
4051,L51230,L,301.8,310.8,1456,46.6,35,0,0,0,0,0,0,No Failure,9.0,7105.193496966867,0.024038461373362217
4052,L51231,L,301.8,310.8,1383,46.4,37,0,0,0,0,0,0,No Failure,9.0,6719.99234973471,0.026753434369100257
4053,M18912,M,301.9,310.8,1563,39.2,39,0,0,0,0,0,0,No Failure,8.900000000000034,6416.137508279507,0.02495201519544456
4054,M18913,M,301.9,310.9,2305,16.1,42,0,0,0,0,0,0,No Failure,9.0,3886.202472368134,0.018221258055439227
4055,M18914,M,301.9,310.9,1456,43.6,45,0,0,0,0,0,0,No Failure,9.0,6647.777606604193,0.03090659319432285
4056,L51235,L,302.0,311.0,1865,22.7,48,0,0,0,0,0,0,No Failure,9.0,4433.363192868355,0.025737265277548174
4057,L51236,L,301.9,310.9,1597,36.9,50,0,0,0,0,0,0,No Failure,9.0,6171.061865372966,0.03130870362361488
4058,L51237,L,302.0,310.9,1495,38.6,52,0,0,0,0,0,0,No Failure,8.899999999999977,6043.062908690206,0.03478260846299259
4059,M18918,M,302.0,310.9,1456,47.2,54,0,0,0,0,0,0,No Failure,8.899999999999977,7196.676675039402,0.037087911833187416
4060,L51239,L,301.9,310.8,1465,44.3,57,0,0,0,0,0,0,No Failure,8.900000000000034,6796.259747388359,0.03890784956376894
4061,M18920,M,302.0,310.9,1352,55.5,59,0,0,0,0,0,0,No Failure,8.899999999999977,7857.751545158791,0.04363905293166381
4062,L51241,L,301.9,310.8,1906,21.7,62,0,0,0,0,0,0,No Failure,8.900000000000034,4331.230015700152,0.032528856072776204
4063,L51242,L,302.0,310.9,1446,44.0,64,0,0,0,0,0,0,No Failure,8.899999999999977,6662.689699733233,0.04426002735643135
4064,L51243,L,302.0,310.8,1948,19.7,66,0,0,0,0,0,0,No Failure,8.800000000000011,4018.683434570015,0.03388090331683315
4065,L51244,L,301.9,310.7,1480,47.1,68,0,0,0,0,0,0,No Failure,8.800000000000011,7299.804689881244,0.04594594563550037
4066,M18925,M,301.9,310.7,1511,37.6,70,0,0,0,0,0,0,No Failure,8.800000000000011,5949.506279466303,0.04632693549750539
4067,M18926,M,301.9,310.7,1472,47.0,73,0,0,0,0,0,0,No Failure,8.800000000000011,7244.931538198541,0.049592390967442994
4068,L51247,L,301.9,310.7,1429,51.0,76,0,0,0,0,0,0,No Failure,8.800000000000011,7631.871033365684,0.05318404441438737
4069,L51248,L,301.9,310.7,1405,48.8,78,0,0,0,0,0,0,No Failure,8.800000000000011,7180.005290024352,0.05551601383974367
4070,M18929,M,301.9,310.7,1405,47.9,80,0,0,0,0,0,0,No Failure,8.800000000000011,7047.587159675542,0.05693950137409608
4071,L51250,L,302.0,310.7,1348,58.1,83,0,0,0,0,0,0,No Failure,8.699999999999989,8201.52555726561,0.061572699839965134
4072,L51251,L,301.9,310.6,1331,68.6,85,1,0,0,1,0,0,PWF,8.700000000000045,9561.604792808726,0.06386175759683127
4073,L51252,L,301.9,310.6,1610,33.4,87,0,0,0,0,0,0,No Failure,8.700000000000045,5631.200111804584,0.05403726674511015
4074,M18933,M,301.9,310.6,1412,46.5,89,0,0,0,0,0,0,No Failure,8.700000000000045,6875.689681646621,0.0630311610266915
4075,L51254,L,302.0,310.7,1453,42.7,92,0,0,0,0,0,0,No Failure,8.699999999999989,6497.138238864563,0.06331727416849776
4076,L51255,L,302.0,310.6,1583,38.9,94,0,0,0,0,0,0,No Failure,8.600000000000023,6448.506384586993,0.059380921924315086
4077,M18936,M,302.0,310.6,1539,37.4,96,0,0,0,0,0,0,No Failure,8.600000000000023,6027.522497030448,0.06237816723600931
4078,L51257,L,302.0,310.5,1635,39.8,99,0,0,0,0,0,0,No Failure,8.5,6814.4286249016195,0.06055045834525714
4079,H33492,H,302.1,310.7,1294,62.4,101,1,0,1,0,0,0,HDF,8.599999999999966,8455.65945899,0.07805254962865109
4080,L51259,L,302.0,310.5,1978,22.0,106,0,0,0,0,0,0,No Failure,8.5,4556.984863787114,0.05358948405667602
4081,L51260,L,302.0,310.4,1357,58.0,108,1,0,1,0,0,0,HDF,8.399999999999977,8242.073046447942,0.07958732439508236
4082,L51261,L,302.0,310.4,1336,58.2,110,1,0,1,0,0,0,HDF,8.399999999999977,8142.505503280169,0.08233532872503496
4083,L51262,L,302.0,310.4,1568,39.2,112,0,0,0,0,0,0,No Failure,8.399999999999977,6436.662580282959,0.07142857097303207
4084,M18943,M,302.0,310.4,1567,36.4,114,0,0,0,0,0,0,No Failure,8.399999999999977,5973.089168319249,0.0727504781573039
4085,L51264,L,302.0,310.4,1611,35.6,117,0,0,0,0,0,0,No Failure,8.399999999999977,6005.84550772068,0.07262569787321106
4086,H33499,H,302.0,310.5,1841,23.6,119,0,0,0,0,0,0,No Failure,8.5,4549.82203253693,0.06463878291885507
4087,L51266,L,302.0,310.5,1567,36.1,124,0,0,0,0,0,0,No Failure,8.5,5923.860411437498,0.07913209904829548
4088,L51267,L,301.9,310.4,1376,54.9,126,1,0,1,0,0,0,HDF,8.5,7910.7816291513855,0.09156976677638251
4089,L51268,L,301.9,310.5,1477,42.4,128,0,0,0,0,0,0,No Failure,8.600000000000023,6558.053720417668,0.08666215242611948
4090,M18949,M,301.9,310.5,1590,40.3,130,0,0,0,0,0,0,No Failure,8.600000000000023,6710.127748802439,0.08176100577508802
4091,L51270,L,302.0,310.5,2197,15.8,133,0,0,0,0,0,0,No Failure,8.5,3635.0949715667016,0.06053709576451025
4092,M18951,M,302.0,310.4,1595,32.9,135,0,0,0,0,0,0,No Failure,8.399999999999977,5495.221509781706,0.08463949790194672
4093,H33506,H,302.0,310.5,1812,24.4,138,0,0,0,0,0,0,No Failure,8.5,4629.953589154493,0.0761589399770478
4094,M18953,M,302.0,310.5,1573,32.1,143,0,0,0,0,0,0,No Failure,8.5,5287.646011183516,0.09090909033115645
4095,L51274,L,302.0,310.5,1651,30.9,146,0,0,0,0,0,0,No Failure,8.5,5342.372555209051,0.08843125324996212
4096,H33509,H,302.0,310.5,1459,43.2,148,0,0,0,0,0,0,No Failure,8.5,6600.360501486012,0.10143934131981261
4097,L51276,L,301.9,310.4,1370,51.7,153,1,0,1,0,0,0,HDF,8.5,7417.195535370382,0.11167883130161438
4098,L51277,L,301.9,310.4,1518,34.1,155,0,0,0,0,0,0,No Failure,8.5,5420.692460063045,0.10210803621799713
4099,L51278,L,302.0,310.3,1648,29.6,157,0,0,0,0,0,0,No Failure,8.300000000000011,5108.313430541099,0.09526698971318574
4100,L51279,L,302.0,310.4,1464,47.2,159,0,0,0,0,0,0,No Failure,8.399999999999977,7236.218854572586,0.10860655663520112
4101,L51280,L,302.0,310.4,1895,23.2,161,0,0,0,0,0,0,No Failure,8.399999999999977,4603.899314080722,0.08496042171524844
4102,L51281,L,301.9,310.4,1884,23.4,163,0,0,0,0,0,0,No Failure,8.5,4616.633236303272,0.08651804624990421
4103,L51282,L,302.0,310.4,1450,46.6,165,0,0,0,0,0,0,No Failure,8.399999999999977,7075.9138534354115,0.11379310266349585
4104,L51283,L,302.0,310.4,1448,43.4,167,0,0,0,0,0,0,No Failure,8.399999999999977,6580.924514935803,0.11533149091621898
4105,L51284,L,302.1,310.5,1389,49.6,169,0,0,0,0,0,0,No Failure,8.399999999999977,7214.604697115888,0.12167026550273387
4106,L51285,L,302.0,310.6,1583,35.2,171,0,0,0,0,0,0,No Failure,8.600000000000023,5835.152306875634,0.10802274094742426
4107,L51286,L,301.9,310.5,1425,51.1,173,0,0,0,0,0,0,No Failure,8.600000000000023,7625.430768425826,0.12140350791997538
4108,L51287,L,302.0,310.5,1809,27.1,175,0,0,0,0,0,0,No Failure,8.5,5133.770803010689,0.09673852903958802
4109,L51288,L,301.9,310.5,1892,21.8,177,0,0,0,0,0,0,No Failure,8.600000000000023,4319.229131763439,0.09355179654570932
4110,M18969,M,301.9,310.6,1475,47.8,179,0,0,0,0,0,0,No Failure,8.700000000000045,7383.266334711612,0.12135593138063776
4111,L51290,L,302.0,310.6,1361,46.7,182,0,0,0,0,0,0,No Failure,8.600000000000023,6655.85149972392,0.13372520107475974
4112,M18971,M,302.0,310.6,1563,41.0,184,0,0,0,0,0,0,No Failure,8.600000000000023,6710.756067333157,0.11772232810158459
4113,H33526,H,301.9,310.5,1472,39.7,187,0,0,0,0,0,0,No Failure,8.600000000000023,6119.654937584725,0.1270380426152307
4114,L51293,L,302.0,310.6,1325,55.3,192,0,0,0,0,0,0,No Failure,8.600000000000023,7673.078257005271,0.14490565928373086
4115,L51294,L,302.0,310.6,1358,53.1,194,0,0,0,0,0,0,No Failure,8.600000000000023,7551.320597727641,0.1428571418051757
4116,H33529,H,302.0,310.6,1346,54.7,196,0,0,0,0,0,0,No Failure,8.600000000000023,7710.117634391095,0.1456166408200844
4117,M18976,M,302.0,310.5,1381,58.4,201,0,0,0,0,0,0,No Failure,8.5,8445.690138302609,0.14554670423210206
4118,L51297,L,301.9,310.5,1340,55.7,204,1,0,0,0,1,0,OSF,8.600000000000023,7816.073082621167,0.15223880483403876
4119,L51298,L,302.0,310.6,1366,47.7,206,0,0,0,0,0,0,No Failure,8.600000000000023,6823.350748037815,0.1508052697598443
4120,L51299,L,302.1,310.7,1325,45.1,208,1,0,1,0,0,0,HDF,8.599999999999966,6257.790766563069,0.15698113089070845
4121,M18980,M,302.1,310.7,1376,46.3,210,1,0,1,0,0,0,HDF,8.599999999999966,6671.56993496738,0.1526162779606375
4122,M18981,M,302.1,310.7,1364,47.8,213,1,0,1,0,0,0,HDF,8.599999999999966,6827.64425799772,0.156158356626405
4123,L51302,L,302.2,310.6,1462,43.6,0,0,0,0,0,0,0,No Failure,8.400000000000034,6675.172294543496,0.0
4124,M18983,M,302.1,310.6,1517,38.9,2,0,0,0,0,0,0,No Failure,8.5,6179.648885292779,0.0013183915536032198
4125,L51304,L,302.1,310.6,1385,53.6,5,0,0,0,0,0,0,No Failure,8.5,7773.975741063062,0.003610108277183334
4126,L51305,L,302.1,310.6,1439,40.0,7,0,0,0,0,0,0,No Failure,8.5,6027.669104687616,0.004864489194826343
4127,M18986,M,302.0,310.6,1623,34.3,9,0,0,0,0,0,0,No Failure,8.600000000000023,5829.6335757808265,0.005545286472302609
4128,H33541,H,302.0,310.6,1438,43.2,12,0,0,0,0,0,0,No Failure,8.600000000000023,6505.358739641457,0.008344923446836416
4129,L51308,L,301.9,310.4,1708,24.8,17,0,0,0,0,0,0,No Failure,8.5,4435.761275260596,0.009953161534232076
4130,M18989,M,301.8,310.3,1666,32.7,19,0,0,0,0,0,0,No Failure,8.5,5704.943763359849,0.01140456175627514
4131,L51310,L,301.9,310.4,1286,62.8,22,1,0,1,0,0,0,HDF,8.5,8457.251199267817,0.017107309353753427
4132,L51311,L,301.9,310.3,1485,46.3,24,0,0,0,0,0,0,No Failure,8.400000000000034,7200.059123129766,0.01616161605278373
4133,M18992,M,301.8,310.3,1409,52.5,26,0,0,0,0,0,0,No Failure,8.5,7746.382085589032,0.01845280327570757
4134,L51313,L,301.8,310.3,1765,27.3,29,0,0,0,0,0,0,No Failure,8.5,5045.869040563246,0.01643059480775867
4135,L51314,L,301.8,310.3,1688,28.8,31,0,0,0,0,0,0,No Failure,8.5,5090.888063289188,0.018364928801155634
4136,M18995,M,301.7,310.3,1787,26.7,33,0,0,0,0,0,0,No Failure,8.600000000000023,4996.4832040488145,0.0184667038698002
4137,L51316,L,301.7,310.1,1487,48.0,36,0,0,0,0,0,0,No Failure,8.400000000000034,7474.477241420835,0.024209818263551997
4138,L51317,L,301.7,310.1,1384,50.5,38,0,0,0,0,0,0,No Failure,8.400000000000034,7319.0731248232605,0.027456647200457752
4139,L51318,L,301.7,310.2,1311,57.4,40,1,0,1,0,0,0,HDF,8.5,7880.3081804115645,0.030511060026612816
4140,H33553,H,301.7,310.2,1620,30.8,42,0,0,0,0,0,0,No Failure,8.5,5225.096901450544,0.025925925765889347
4141,L51320,L,301.7,310.2,1331,61.2,47,1,0,1,0,0,0,HDF,8.5,8530.17803673315,0.03531179537707141
4142,H33555,H,301.7,310.1,1462,38.3,49,0,0,0,0,0,0,No Failure,8.400000000000034,5863.7408000233,0.03351573164489924
4143,L51322,L,301.7,310.1,1424,50.2,54,0,0,0,0,0,0,No Failure,8.400000000000034,7485.8707507778545,0.03792134804830514
4144,L51323,L,301.7,310.1,1500,39.6,56,0,0,0,0,0,0,No Failure,8.400000000000034,6220.353454107791,0.03733333308444445
4145,L51324,L,301.8,310.1,1738,28.0,58,0,0,0,0,0,0,No Failure,8.300000000000011,5096.082163143124,0.033371691407527666
4146,M19005,M,301.8,310.3,1465,46.5,60,0,0,0,0,0,0,No Failure,8.5,7133.771518139023,0.04095563111975679
4147,L51326,L,301.8,310.3,1482,41.4,63,0,0,0,0,0,0,No Failure,8.5,6425.059631415701,0.04251012117064696
4148,L51327,L,301.9,310.3,1398,44.0,65,0,0,0,0,0,0,No Failure,8.400000000000034,6441.5215769205115,0.04649499251434197
4149,L51328,L,301.9,310.3,1972,21.3,67,0,0,0,0,0,0,No Failure,8.400000000000034,4398.606706144142,0.033975659056918565
4150,L51329,L,301.9,310.4,1603,37.6,69,0,0,0,0,0,0,No Failure,8.5,6311.75285637623,0.04304429168406555
4151,L51330,L,301.9,310.4,1610,34.8,71,0,0,0,0,0,0,No Failure,8.5,5867.238439844296,0.044099378608078395
4152,M19011,M,301.9,310.4,1373,48.0,73,1,0,1,0,0,0,HDF,8.5,6901.450741406057,0.053168244332350734
4153,M19012,M,302.0,310.5,1425,44.7,76,0,0,0,0,0,0,No Failure,8.5,6670.386601734529,0.05333333295906433
4154,M19013,M,302.0,310.4,1212,55.6,79,1,0,1,0,0,0,HDF,8.399999999999977,7056.771082199537,0.06518151761401388
